他看到她的第一眼; 就被她的美丽深深吸引了,Tā kàn dào tā de dì yī yǎn; jiù bèi tā dì měilì shēn shēn xīyǐnle,After seeing her for the first time her beauty immediately made him fall for her,HSK 4,2
原来他已经结婚了; 我还以为他是单身呢,yuánlái tā yǐjīng jiéhūnle; wǒ hái yǐwéi tā shì dānshēn ne,I didn't know he's already married; I thought he was still single,HSK 4,2
他这么做; 证明他还爱你,tā zhème zuò; zhèngmíng tā hái ài nǐ,By doing things like this he proves that he still loves you,HSK 4,2
我很饿; 他给了我一块饼干。,wǒ hěn è; tā gěile wǒ yīkuài bǐnggān.,I was very hungry but he gave me a cookie (which made things better),HSK 4,3
那家餐厅的服务态度不太好,Nà jiā cāntīng de fúwù tàidù bù tài hǎo,The service at that restaurant isn't great,HSK 4,3
一般来说; 春节的晚饭很丰富,yībān lái shuō; chūnjié de wǎnfàn hěn fēngfù,The Spring Festival dinner usually consists of a lot of dishes,HSK 4,3
他们各要了一瓶啤酒和一瓶可乐,Tāmen gè yàole yī píng píjiǔ hé yī píng kělè,Each of them ordered a glass of beer and a glass of coke,HSK 4,3
小孩子不能光喜欢吃肉; 还应该多吃水果,Xiǎo háizi bùnéng guāng xǐhuān chī ròu; hái yīnggāi duō chī shuǐguǒ,Kids shouldn't just eat meat; it would be good if they eat quite a bit of fruits as well,HSK 4,3
牛肉的价格比猪肉价格高,niúròu de jiàgé bǐ zhūròu jiàgé gāo,Beef is more expensive than pork,HSK 4,3
我从来没吃过烤鸭,Wǒ cónglái méi chīguò kǎoyā,I have never had Beijing duck in my life,HSK 4,3
你等我一下; 我去买瓶矿泉水,nǐ děng wǒ yīxià; wǒ qù mǎi píng kuàngquán shuǐ,Wait a bit; I go and buy a bottle of mineral spring water,HSK 4,4
我买了一些葡萄,Wǒ mǎile yīxiē pútáo,I bought some grapes,HSK 4,4
西瓜酸了; 不能吃了。,Xīguā suānle; bùnéng chīle.,Don't eat sour water melons,HSK 4,4
他喜欢吃所有的中国菜,tā xǐhuān chī suǒyǒu de zhōngguó cài,He loves eating any kind of Chinese food,HSK 4,4
你喜欢喝什么汤？,nǐ xǐhuān hē shénme tāng?,What kind of soup do you like?,HSK 4,4
西红柿是水果吗？,xīhóngshì shì shuǐguǒ ma?,Are tomatoes fruits?,HSK 4,4
你吃过哪些北京小吃？,Nǐ chīguò nǎxiē běijīng xiǎochī?,What Beijing delicacies have you tried before?,HSK 4,4
不要只喜欢听表扬的话,bùyào zhǐ xǐhuān tīng biǎoyáng dehuà,Don't only listen to praise,HSK 4,5
一个公司应该有自己的员工评价标准,yīgè gōngsī yīnggāi yǒu zìjǐ de yuángōng píngjià biāozhǔn,A company should have its own way of assessing its employees,HSK 4,5
这份策划做得真棒,zhè fèn cèhuà zuò dé zhēn bàng,This plan is really amazing,HSK 4,5
我保证下次再也不迟到了,wǒ bǎozhèng xià cì zài yě bù chídàole,I guarantee you that I won't be late anymore,HSK 4,5
百分之百,bǎifēnzhībǎi,100%,HSK 4,5
丢了工作; 他不得不到处跟朋友借钱交房租,Diūle gōngzuò; tā bùdé bù dàochù gēn péngyǒu jiè qián jiāo fángzū,After losing his job he has no choice but ask one friend after the other for money to pay the rent,HSK 4,5
他的收入已经超过了大部分人,tā de shōurù yǐjīng chāoguòle dà bùfèn rén,His salary is already higher than that of most people,HSK 4,5
她在工作; 你别打扰她,tā zài gōngzuò; nǐ bié dǎrǎo tā,She is working; don't disturb her,HSK 4,5
这个不用打印; 昨天我已经打印完了,zhège bùyòng dǎyìn; zuótiān wǒ yǐjīng dǎyìn wánliǎo,This one doesn't need to get printed; I've done that yesterday already,HSK 4,5
老板到处找你; 你快去一趟他的办公室,lǎobǎn dàochù zhǎo nǐ; nǐ kuài qù yī tàng tā de bàngōngshì,The boss is looking for you everywhere; quickly go to his office to see him,HSK 4,5
公司最近想做一个关于消费者心理的调查,gōngsī zuìjìn xiǎng zuò yīgè guānyú xiāofèi zhě xīnlǐ de diàochá,Recently the company wants to do some research into the psyche of their customers,HSK 4,6
你们公司的发展目标是什么？,Nǐmen gōngsī de fǎ zhǎn mùbiāo shì shénme?,What's the growth target for your company,HSK 4,6
要做好这份工作; 每个人都有他的一份责任,Yào zuò hǎo zhè fèn gōngzuò; měi gèrén dōu yǒu tā de yī fèn zérèn,In order to doing this job well; everyone has their own field of responsibility,HSK 4,6
商家应该更加关注顾客的需求,shāngjiā yīnggāi gèngjiā guānzhù gùkè de xūqiú,Businesses should focus more on the needs of customers,HSK 4,6
她把公司管理得非常好,tā bǎ gōngsī guǎnlǐ dé fēicháng hǎo,She manages the company very well,HSK 4,6
你们公司有什么规定？,nǐmen gōngsī yǒu shé me guīdìng?,What's the common rule in your company for that?,HSK 4,6
她是一名合格的员工,tā shì yī míng hégé de yuángōng,She is a very competent employee,HSK 4,6
他是一个特别骄傲的人; 公司里的同事都不喜欢他,tā shì yīgè tèbié jiāo'ào de rén; gōngsī lǐ de tóngshì dōu bù xǐhuān tā,He's a very cocky person; nobody at the company likes him,HSK 4,6
办公室里禁止吸烟,bàngōngshì lǐ jìnzhǐ xīyān,It's forbidden to smoke in the office,HSK 4,6
你有过工作经验吗？,nǐ yǒuguò gōngzuò jīngyàn ma?,Do you have any working experience?,HSK 4,7
下个星期我公司举行会议; 所以我现在很忙,xià gè xīngqí wǒ gōngsī jǔ háng huìyì; suǒyǐ wǒ xiànzài hěn máng,Next week my company is holding a conference; so I'm really busy right now,HSK 4,7
请帮我把这份材料打印30份; 另外再买30支笔,qǐng bāng wǒ bǎ zhè fèn cáiliào dǎyìn 30 fèn; lìngwài zài mǎi 30 zhī bǐ,Please print this material 30 times and also buy 30 pens,HSK 4,7
他们公司有20个人; 其中3个是中国人,tāmen gōngsī yǒu 20 gèrén; qízhōng 3 gè shì zhōngguó rén,His company has 20 employees; 3 of whom are Chinese,HSK 4,7
这对于他来说; 确实是一个难得的机会,zhè duìyú tā lái shuō; quèshí shì yīgè nándé de jīhuì,This is definitely a very rare opportunity for him,HSK 4,7
她成功地完成了老板交给她的任务,tā chénggōng de wánchéngle lǎobǎn jiāo gěi tā de rènwù,She successfully finished the task the boss gave her,HSK 4,7
咱们得开个会讨论一下这个问题,Zánmen dé kāi gè huì tǎolùn yīxià zhège wèntí,We should have a meeting to discuss that question,HSK 4,7
这次考试最难的题是填空题,zhè cì kǎoshì zuì nán de tí shì tiánkòng tí,The most difficult questions in this test are filling in the blanks,HSK 4,7
她想找人为自己的公司做一个网站,tā xiǎng zhǎo rénwéi zìjǐ de gōngsī zuò yīgè wǎngzhàn,She's looking for somebody to make a website for her company,HSK 4,7
信封里面什么也没有,Xìnfēng lǐmiàn shénme yě méiyǒu,The envelope is empty,HSK 4,7
这是一个信息时代,zhè shì yīgè xìnxī shídài,This is an information era,HSK 4,8
他是一个十分严格的老板,tā shì yīgè shífēn yángé de lǎobǎn,He is a really strict boss,HSK 4,8
他想去酒吧应聘服务员,tā xiǎng qù jiǔbā yìngpìn fúwùyuán,She wants to get a job at a bar,HSK 4,8
由于工作失误; 他被老板开除了,yóuyú gōngzuò shīwù; tā bèi lǎobǎn kāi chúle,Because he failed at his job; the boss fired him,HSK 4,8
我们公司明年准备跟一家中国公司合作; 于是老板为大家请了一位汉语老师,Wǒmen gōngsī míngnián zhǔnbèi gēn yījiā zhōngguó gōngsī hézuò; yúshì lǎobǎn wéi dàjiā qǐngle yī wèi hànyǔ lǎoshī,Our company will start working together with a Chinese company next year; therefore our boss hired a Mandarin teacher for us,HSK 4,8
她的手机占线; 我一会儿再打给她,tā de shǒujī zhànxiàn; wǒ yīhuǐ'er zài dǎ gěi tā,The line is busy; I'll call her again later,HSK 4,8
每年七月我们的公司都会招聘新员工,měinián qī yuè wǒmen de gōngsī dūhuì zhāopìn xīn yuángōng,Every July our company will recruit new employees,HSK 4,8
明天公司要开大会; 请大家穿得正式一点,míngtiān gōngsī yào kāi dàhuì; qǐng dàjiā chuān dé zhèngshì yīdiǎn,Tomorrow there is an important company meeting; we kindly ask everybody to dress a little bit more formal,HSK 4,8
他这次是专门来找老板谈生意的,tā zhè cì shì zhuānmén lái zhǎo lǎobǎn tán shēngyì de,This time he came just to talk about business with the boss,HSK 4,8
我得把今天开会的内容总结一下,wǒ dé bǎ jīntiān kāihuì de nèiróng zǒngjié yīxià,Let me sum up the content of today's meeting,HSK 4,8
60岁以上的老人可以免费乘坐公交车,60 suì yǐshàng de lǎorén kěyǐ miǎnfèi chéngzuò gōngjiāo chē,People older than 60 can use the buses for free,HSK 4,9
明天咱们几点出发？,míngtiān zánmen jǐ diǎn chūfā?,When do we leave tomorrow?,HSK 4,9
她嘱咐孩子把登机牌和护照放好,Tā zhǔfù háizi bǎ dēng jī pái hé hùzhào fàng hǎo,She tells the kid to properly store/take care of the boarding pass and the passport,HSK 4,9
她准备月底去旅游,tā zhǔnbèi yuèdǐ qù lǚyóu,She's going travelling at the end of the month,HSK 4,9
孩子们最喜欢放暑假,háizimen zuì xǐhuān fàng shǔjià,Kids' biggest joy is starting into the summer holidays,HSK 4,9
我们该往哪个方向走？,wǒmen gāi wǎng nǎge fāngxiàng zǒu?,Which way should we go?,HSK 4,9
请问; 高速公路的入口在哪儿？,qǐngwèn; gāosù gōnglù de rùkǒu zài nǎ'er?,Excuse me; where can I get onto the highway?,HSK 4,9
北京到上海大约1500公里。,běijīng dào shànghǎi dàyuē 1500 gōnglǐ.,Beijing to Shanghai is approximately 1500km,HSK 4,9
你知道她坐哪个航班回北京吗？,nǐ zhīdào tā zuò nǎge hángbān huí běijīng ma?,Do you know which flight she takes back to Beijing?,HSK 4,9
飞机将于三十分钟之后降落,fēijī jiāng yú sānshí fēnzhōng zhīhòu jiàngluò,The plane will be landing in 30 minutes,HSK 4,9
北京的交通很方便,běijīng de jiāotōng hěn fāngbiàn,Getting around in Beijing is very convenient,HSK 4,10
中国有很多重要的节日; 例如春节、清明节,zhōngguó yǒu hěnduō chóng yào de jiérì; lìrú chūnjié; qīngmíng jié,China has many important holidays; e.g. Spring Festival or the Qingming Festival,HSK 4,10
我下个星期去北京旅行,wǒ xià gè xīngqí qù běijīng lǚxíng,Next week I'll travel to Beijing,HSK 4,10
吃完饭去散散步是一个很好的习惯,chī wán fàn qù sàn sànbù shì yīgè hěn hǎo de xíguàn,Going for a walk after meals is a very good habit,HSK 4,10
司机师傅; 我去首都国际机场,sījī shīfù; wǒ qù shǒudū guójì jīchǎng,Driver; I'm going to the international airport,HSK 4,10
请大家按顺序进场,qǐng dàjiā àn shùnxù jìn chǎng,Please enter the venue following the signs,HSK 4,10
咱们坐地铁去吧,Zánmen zuò dìtiě qù ba,Let's go by subway,HSK 4,10
我的行李超重了,wǒ de xínglǐ chāozhòngle,My luggage is heavier than allowed,HSK 4,10
你在前面转车,Nǐ zài qiánmiàn zhuǎnchē,Turn the car around over there,HSK 4,10
不好意思; 我可以跟你换一下座位吗？,bù hǎoyìsi; wǒ kěyǐ gēn nǐ huàn yīxià zuòwèi ma?,Excuse me; can I change seats with you?,HSK 4,10
我最害怕打针,wǒ zuì hàipà dǎzhēn,Getting an injection is the thing I fear the most,HSK 4,11
我的身体不太舒服; 明天想去看大夫,wǒ de shēntǐ bù tài shūfú; míngtiān xiǎng qù kàn dàfū,I'm not feeling great; I'll go to see the doctor tomorrow,HSK 4,11
明天你能陪我去医院吗,míngtiān nǐ néng péi wǒ qù yīyuàn ma,Can you come to the hospital with me tomorrow?,HSK 4,11
我感觉不太舒服; 有点头疼,wǒ gǎnjué bù tài shūfú; yǒudiǎn tóuténg,I don't feel very well; my head hurts a little,HSK 4,11
经常锻炼; 对身体有好处,Jīngcháng duànliàn; duì shēntǐ yǒu hǎochù,Exercising regularly is good for the body,HSK 4,11
她感冒了; 全身都难受。,Tā gǎnmàole; quánshēn dōu nánshòu.,She got a cold; the whole body is aching.,HSK 4,11
我太胖了; 需要减肥了。,Wǒ tài pàngle; xūyào jiǎnféile.,I'm too fat; I have to lose weight,HSK 4,11
我能先尝一下再买吗？,wǒ néng xiān cháng yīxià zài mǎi ma?,Can I try first before I buy?,HSK 4,12
能帮我倒杯水吗？,Néng bāng wǒ dào bēi shuǐ ma?,Can you fill my cup with water please?,HSK 4,12
这是你的错; 你应该向他道歉,zhè shì nǐ de cuò; nǐ yīnggāi xiàng tā dàoqiàn,This is your fault; you should apologize to him,HSK 4,12
我本来不知道这件事; 看了新闻才知道,wǒ běnlái bu zhīdào zhè jiàn shì; kànle xīnwén cái zhīdào,I didn't know about that before; just after I watched the news I became aware of it,HSK 4,12
这本小说很好看; 我看了三遍,Zhè běn xiǎoshuō hěn hǎokàn; wǒ kànle sān biàn,This novel is fantastic; I read it three times,HSK 4,12
如果我猜对了; 有什么奖励？,rúguǒ wǒ cāi duìle; yǒu shé me jiǎnglì?,What do I get if I guess correctly?,HSK 4,12
长大以后; 她成为了一名演员,zhǎng dà yǐhòu; tā chéngwéile yī míng yǎnyuán,After growing up; she became an actress,HSK 4,12
你不要做这个动作; 不太礼貌,nǐ bùyào zuò zhège dòngzuò; bù tài lǐmào,Don't make a gesture like that; that's not very polite,HSK 4,12
有人反对这个观点吗？,Yǒurén fǎnduì zhège guāndiǎn ma?,Are there actually people against that?,HSK 4,12
请把这份文件复印三份,qǐng bǎ zhè fèn wénjiàn fùyìn sān fèn,Please make three copies of this document,HSK 4,13
如果你不喜欢现在的生活; 就去改变它,rúguǒ nǐ bù xǐhuān xiànzài de shēnghuó; jiù qù gǎibiàn tā,If you don't like your current lifestyle; go and change it,HSK 4,13
我昨天看了大熊猫的演出; 很精彩,wǒ zuótiān kànle dà xióngmāo de yǎnchū; hěn jīngcǎi,I watched a panda show yesterday; it was great,HSK 4,13
我不是故意骗你的,wǒ bùshì gùyì piàn nǐ de,I didn't intentionally lie to you,HSK 4,13
把衣服挂起来; 别乱放,bǎ yīfú guà qǐlái; bié luàn fàng,Properly hang the clothes; don't randomly drop them,HSK 4,13
他每天都要听广播,tā měitiān dū yào tīng guǎngbò,He listens to the broadcast every day,HSK 4,13
失败是成功之母,shībài shì chénggōng zhī mǔ,Failure is the mother of success,HSK 4,13
所有的工作都在进行中,suǒyǒu de gōngzuò dōu zài jìnxíng zhōng,Everything's in the making,HSK 4,13
如果我拒绝了他; 他会生气吗？,rúguǒ wǒ jùjuéle tā; tā huì shēngqì ma?,If I decline; would she be angry?,HSK 4,13
他花了很大力气; 才完成工作,Tā huāle hěn dà lìqì; cái wánchéng gōngzuò,He worked very hard to get the job done,HSK 4,14
她喜欢听流行音乐,tā xǐhuān tīng liúxíng yīnyuè,She likes to listen to pop music,HSK 4,14
别人批评你的时候; 你会怎么办？,biérén pīpíng nǐ de shíhòu; nǐ huì zěnme bàn?,What are you doing when other people criticise you?,HSK 4,14
他不小心把窗户打破了。,tā bù xiǎoxīn bǎ chuānghù dǎpòle.,He accidently broke the window,HSK 4,14
她没有敲门就直接走进来了,Tā méiyǒu qiāo mén jiù zhíjiē zǒu jìnláile,She entered without knocking,HSK 4,14
顺便帮我把垃圾扔了吧,shùnbiàn bāng wǒ bǎ lèsè rēngle ba,Please help me to take out the garbage on the way,HSK 4,14
箱子太重了; 你能帮我抬一下吗？,xiāngzi tài zhòngle; nǐ néng bāng wǒ tái yīxià ma?,The luggage is too heavy; can you help me?,HSK 4,14
你会弹钢琴吗？,nǐ huì dàn gāngqín ma?,Can you play the piano?,HSK 4,14
你帮我推一下车,nǐ bāng wǒ tuī yīxià chē,Help me to push the car,HSK 4,14
我今天早上5点就醒了,wǒ jīntiān zǎoshang 5 diǎn jiù xǐngle,I woke up at 5 today,HSK 4,15
她的性格很活泼,tā dì xìnggé hěn huópō,She's very lively,HSK 4,15
他在汽车修理公司工作,tā zài qìchē xiūlǐ gōngsī gōngzuò,He's working at a car repair company,HSK 4,15
每天早睡早起; 养成好习惯,měitiān zǎo shuì zǎoqǐ; yǎng chéng hǎo xíguàn,Going to bed early and getting up early every day; that's a good thing to get used to,HSK 4,15
你还在吗？我以为你昨天去了北京,nǐ hái zài ma? Wǒ yǐwéi nǐ zuótiān qùle běijīng,You are still here? I thought you went to Beijing yesterday,HSK 4,15
我想去打羽毛球; 你们谁也想去？,wǒ xiǎng qù dǎ yǔmáoqiú; nǐmen shéi yě xiǎng qù?,I want to go play badminton; who wants to go as well?,HSK 4,15
来; 大家过来照一下,lái; dàjiā guòlái zhào yīxià,Everybody come over for a photo,HSK 4,15
这件事我想再仔细考虑一下,zhè jiàn shì wǒ xiǎng zài zǐxì kǎolǜ yīxià,I want to think about that properly again,HSK 4,15
她的房东是一个很友善的老太太,tā de fángdōng shì yīgè hěn yǒushàn de lǎo tàitài,Her landlord is a very nice old lady,HSK 4,16
桌子太脏了; 你快擦擦吧,zhuōzi tài zàngle; nǐ kuài cā cā ba,The table is too dirty; go and wipe it,HSK 4,16
这个窗户怎么那么脏呢？,zhège chuānghù zěnme nàme zàng ne?,Why is this window so dirty?,HSK 4,16
她搬了新家; 想买一些新家具,tā bānle xīnjiā; xiǎng mǎi yīxiē xīn jiājù,She moved to a new home and wants to buy some new furniture,HSK 4,16
我的钥匙忘在家里了,wǒ de yàoshi wàng zài jiālǐle,I forgot my keys at home,HSK 4,16
我家门口有一棵苹果树,wǒjiā ménkǒu yǒu yī kē píngguǒ shù,There is an apple tree at the entry to my house,HSK 4,16
垃圾桶满了; 你去扔垃圾吧,lèsè tǒng mǎnle; nǐ qù rēng lèsè ba,The rubbish bin is full; please go and empty it,HSK 4,16
把这个和电脑连起来; 就好了,bǎ zhège hé diànnǎo lián qǐlái; jiù hǎole,Connect this with the computer together; then it should be fine,HSK 4,16
我家旁边就是一片森林,wǒjiā pángbiān jiùshì yīpiàn sēnlín,There is a forest next to my house,HSK 4,17
我的爸爸妈妈买了一张新的沙发; 太舒服了！,wǒ de bàba māmā mǎile yī zhāng xīn de shāfā; tài shūfúle!,My parents bought a new sofa; it's so comfortable!,HSK 4,17
她不喜欢大城市的生活,tā bù xǐhuān dà chéngshì de shēnghuó,She doesn't like living in a big town,HSK 4,17
我躺在床上; 却怎么也睡不着,wǒ tǎng zài chuángshàng; què zěnme yě shuì bùzháo,I'm lying in bed but can't sleep,HSK 4,17
谁的手机在响？,shéi de shǒujī zài xiǎng?,Whose phone is ringing?,HSK 4,17
我的牙膏用完了; 想去超市买,wǒ de yágāo yòng wánliǎo; xiǎng qù chāoshì mǎi,I've used up my toothpaste; I need to go to the shop to by a new one,HSK 4,17
他不喜欢整理房间,tā bù xǐhuān zhěnglǐ fángjiān,He does not like tidying up his room,HSK 4,17
按时睡觉对健康有好处,ànshí shuìjiào duì jiànkāng yǒu hǎochù,Going to bed on time is beneficial for one's health,HSK 4,17
他从小就生活在富人区,tā cóngxiǎo jiù shēnghuó zài fù rén qū,He has lived in a rich area since he was little,HSK 4,18
客户还没有付款; 我们不能发货,kèhù hái méiyǒu fùkuǎn; wǒmen bùnéng fā huò,The customer hasn't paid yet; don't make the deliver as of yet,HSK 4,18
明天我想去银行存点钱,míngtiān wǒ xiǎng qù yínháng cún diǎn qián,I want to go to the bank tomorrow to deposit some money,HSK 4,18
降低成本能提高利润,jiàngdī chéngběn néng tígāo lìrùn,Lowering the price can increase profit,HSK 4,18
明天我肯定把钱还给你,míngtiān wǒ kěndìng bǎ qián hái gěi nǐ,I will definitely return the money tomorrow,HSK 4,18
这是找您的零钱,zhè shì zhǎo nín de língqián,This is your change,HSK 4,18
穷并不可怕; 可怕的是不去想办法改变它,qióng bìng bù kěpà; kěpà de shì bù qù xiǎng bànfǎ gǎibiàn tā,Being poor isn't that bad; bad is to not think about a way to get out of that situation,HSK 4,18
我下午想去银行取一点儿钱,wǒ xiàwǔ xiǎng qù yínháng qǔ yīdiǎn er qián,I want to go to the bank this afternoon to get some cash,HSK 4,19
把车停在这儿可以省些钱,bǎ chē tíng zài zhè'er kěyǐ shěng xiē qián,You can save some money by parking the car here,HSK 4,19
买东西不能只关注数量; 还应该关注质量,mǎi dōngxī bùnéng zhǐ guānzhù shùliàng; hái yīnggāi guānzhù zhìliàng,When buying things the number isn't the only thing that counts; quality counts as well,HSK 4,19
你的幸运数字是多少？,nǐ de xìngyùn shùzì shì duōshǎo?,What's your lucky number?,HSK 4,19
钱不能解决一切问题,qián bùnéng jiějué yīqiè wèntí,Money can't solve everything,HSK 4,19
忘带钱包了; 我只好跟朋友借钱了,wàng dài qiánbāole; wǒ zhǐhǎo gēn péngyǒu jiè qiánle,I forgot to bring my purse; so I have to borrow some money from my friends,HSK 4,19
他是世界著名的功夫明星。,tā shì shìjiè zhùmíng de gōngfū míngxīng.,He is a word famous Kong Fu master,HSK 4,19
这个东西那么贵; 它有什么作用？,Zhège dōngxī nàme guì; tā yǒu shé me zuòyòng?,This thing is so expensive; what is it good for?,HSK 4,19
我的胳膊受过伤; 拿不了重东西,wǒ de gēbó shòuguò shāng; ná bùliǎo zhòng dōngxī,My arm was injured before; so I can't lift heavy things,HSK 4,20
他很紧张; 手心里都出了汗,tā hěn jǐnzhāng; shǒuxīn lǐ dōu chūle hàn,He is very nervous; his palms are sweating,HSK 4,20
这件衣服你穿起来很合适,zhè jiàn yīfú nǐ chuān qǐlái hěn héshì,This piece looks great on you,HSK 4,20
他每天坚持跑步半小时。,tā měitiān jiānchí pǎobù bàn xiǎoshí.,I go jogging every day for half an hour,HSK 4,20
今天我的牙疼得很厉害。,Jīntiān wǒ de yá téng dé hěn lìhài.,My tooth is aching a lot today,HSK 4,20
你的年龄也不小了; 快点结婚吧,nǐ de niánlíng yě bù xiǎole; kuài diǎn jiéhūn ba,You're also not that young anymore; would be time to marry somebody!,HSK 4,20
她的皮肤真好,tā de pífū zhēn hǎo,Her skin looks amazing,HSK 4,20
这件衣服你穿着很合适,zhè jiàn yīfú nǐ chuānzhuó hěn héshì,This piece fits you very well,HSK 4,20
他喜欢穿白色的袜子,tā xǐhuān chuān báisè de wàzi,He likes wearing white socks,HSK 4,20
她喜欢看他认真工作的样子,tā xǐhuān kàn tā rènzhēn gōngzuò de yàngzi,She likes to see him being focused on his work,HSK 4,20
她指了指前边的那个男孩; 告诉我那是她男朋友,tā zhǐle zhǐ qiánbian dì nàgè nánhái; gàosù wǒ nà shì tā nán péngyǒu,She pointed at the guy over there and told me; he is her boyfriend,HSK 4,20
大部分人们支持性别平等,dà bùfèn rénmen zhīchí xìngbié píngděng,Most people support sexual equality,HSK 4,20
学好语言的关键是开口说,xué hǎo yǔyán de guānjiàn shì kāikǒu shuō,Starting to actually use a new language is the most important step to mastering it,HSK 4,21
我怀疑他是不是真的懂汉语,wǒ huáiyí tā shì bùshì zhēn de dǒng hànyǔ,I doubt if he really understands Chinese,HSK 4,21
我知道这个词语的意思,Wǒ zhīdào zhège cíyǔ de yìsi,I know what this expression means,HSK 4,21
她在汉语课上总是很积极,tā zài hànyǔ kè shàng zǒng shì hěn jījí,She's always very active during Chinese class,HSK 4,21
学习需要一点一点积累,xuéxí xūyào yī diǎn yī diǎn jīlěi,Learning is a step by step process,HSK 4,21
我想留在中国继续学习汉语,wǒ xiǎng liú zài zhōngguó jìxù xuéxí hànyǔ,I want to stay in China to continue studying Mandarin,HSK 4,21
你现在的汉语; 离HSK6还有一段距离,Nǐ xiànzài de hànyǔ; lí HSK6 hái yǒuyīduàn jùlí,Your level of Chinese is still quite far away from HSK 6,HSK 4,21
听说他的汉语考试得了满分。太厉害了！,Tīng shuō tā de hànyǔ kǎoshì déliǎo mǎnfēn. Tài lìhàile!,I heard he got full points on his Mandarin test; very impressive!,HSK 4,22
我来中国的目的是好好学习汉语,wǒ lái zhōngguó de mùdì shì hǎo hào xuéxí hànyǔ,The purpose of me coming to China is to study Chinese properly,HSK 4,22
你会说普通话吗？,nǐ huì shuō pǔtōnghuà ma?,Can you speak Mandarin?,HSK 4,22
随着中国经济的发展; 越来越多的人开始学习汉语,suízhe zhōngguó jīngjì de fǎ zhǎn; yuè lái yuè duō de rén kāishǐ xuéxí hànyǔ,Because of the rise of China more and more people learn Mandarin,HSK 4,22
努力学习是学好一门语言的重要条件,nǔlì xuéxí shì xuéhǎo yī mén yǔyán de zhòngyào tiáojiàn,Studying hard is an important precondition for learning a language well,HSK 4,22
非常感谢你阅读我的文章。,fēicháng gǎnxiè nǐ yuèdú wǒ de wénzhāng.,Thanks a lot for reading my article,HSK 4,22
今年来我们学校学习汉语的人比去年增加了100名,jīnnián lái wǒmen xuéxiào xuéxí hànyǔ de rén bǐ qùnián zēngjiāle 100 míng,This year the number of students learning Mandarin at our school is 100 higher than last year,HSK 4,22
你的发音都很准确,Nǐ de fǎ yīn dōu hěn zhǔnquè,Your pronunciation is on point,HSK 4,22
她是一名海洋学家,tā shì yī míng hǎiyáng xué jiā,She is an oceanographer,HSK 4,23
我在中国最大的互联网公司工作,wǒ zài zhōngguó zuìdà de hùliánwǎng gōngsī gōngzuò,I work at China's biggest IT company,HSK 4,23
我的妈妈是一位护士,wǒ de māmā shì yī wèi hùshì,My mum is a nurse,HSK 4,23
他获得了博士学位,tā huòdéle bóshì xuéwèi,He now has a PhD,HSK 4,23
